Date,Salesperson,Customer Name,C    ar Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
7/19/2022,Victor Griffin,Jacqueline Boyd,Honda,Corolla,2010,17406,0.1085851367902385,1890.03
12/8/2022,Dale Williams,Shannon Russell,Toyota,Silverado,2011,42233,0.0630876923401558,2664.38
1/14/2023,Paul Hall,Jeffrey Thompson,Chevrolet,Corolla,2020,12813,0.07721318801050911,989.33
12/14/2022,Daniel Farley,Paul Jackson,Nissan,F-150,2019,44048,0.12351323152872834,5440.51
12/10/2022,Bruce Martinez,Karen Yang,Honda,Corolla,2021,47114,0.06429133917638818,3029.02
6/9/2022,Candace Galloway,Dillon Solis,Toyota,Altima,2020,48709,0.08911849339463675,4340.87
3/26/2023,Angela Russell,Alexandra Knapp,Toyota,F-150,2017,38549,0.07865428598042445,3032.04
3/15/2023,David Chase,Christopher Landry,Toyota,Silverado,2012,33017,0.11635308856022909,3841.63
2/27/2023,David Moreno,Jennifer Montes,Chevrolet,Altima,2014,20130,0.11483620701645716,2311.65
7/30/2022,Darlene Smith,Lindsay Mccormick,Ford,F-150,2019,10854,0.0714418710630153,775.43
2/27/2023,Marie Smith,Amanda Mitchell,Ford,Silverado,2022,32233,0.1166429694058468,3759.75
12/21/2022,Autumn Wu,Daniel Schmitt,Honda,F-150,2021,15735,0.05097639740159257,802.11
11/19/2022,Donald Cortez,Cory Singleton,Chevrolet,F-150,2017,47014,0.11920238347156142,5604.18
7/26/2022,Jennifer Little,Brittany Miller,Nissan,Corolla,2011,19556,0.08238850026245806,1611.19
3/15/2023,Heather Wright,Dr. Cindy Roberts,Nissan,Civic,2010,11457,0.08301519393268973,951.11
3/5/2023,James Li,Kelly Mills,Honda,Civic,2021,38562,0.072288610766925,2787.59
10/26/2022,Christopher Ho,Tanya Green,Chevrolet,Silverado,2013,14566,0.06068246713763878,883.9
12/29/2022,Kevin Ochoa,Travis Fox,Honda,F-150,2021,45660,0.10915862060551224,4984.18
5/20/2022,Dylan Martin,Rachel Whitehead,Ford,Corolla,2022,11372,0.09867098111279898,1122.09
7/7/2022,Jamie Adams,Matthew Fisher MD,Nissan,F-150,2014,21526,0.09282292978697013,1998.11
3/12/2023,Mike Davis,Francisco Schneider,Ford,Altima,2019,42766,0.09512558459293838,4068.14
1/16/2023,Austin Beck,John Skinner,Toyota,Corolla,2016,19993,0.05000216004888124,999.69
1/24/2023,Valerie Nolan,Shelley Welch,Chevrolet,Silverado,2018,21258,0.08647141022007357,1838.21
12/26/2022,Robert Conrad,Stephanie Garcia,Nissan,F-150,2016,48180,0.11347392319484312,5467.17
2/20/2023,Diane Sanders,Denise Velez,Ford,F-150,2021,22268,0.05512210550828428,1227.46
5/27/2022,Scott Martin,Christine Bradford,Nissan,Civic,2012,25447,0.1353629938928774,3444.58
7/11/2022,Daniel Roberts,Angela Ramos,Honda,Silverado,2018,23454,0.0741524801149665,1739.17
6/30/2022,David Lee,Andrew Townsend,Ford,Corolla,2017,33224,0.11836777900195657,3932.65
4/27/2023,Bonnie Gomez,Darlene Travis,Honda,Altima,2017,38751,0.14361906235263233,5565.38
8/11/2022,Mariah Wood,Mary Taylor,Chevrolet,Corolla,2015,23319,0.13315550948428365,3105.05
7/11/2022,Veronica Tyler,Leslie Scott,Toyota,Silverado,2013,10067,0.12367006643908932,1244.99
3/3/2023,Jeremy Santiago,Eric Thornton,Chevrolet,Civic,2015,45862,0.07439641922429328,3411.97
6/16/2022,Jason Kerr,Lynn Harris,Nissan,F-150,2016,18286,0.1358281212548052,2483.75
2/24/2023,Tara Glenn,Carl Hernandez,Toyota,Corolla,2017,20553,0.08077367237406605,1660.14
3/17/2023,Jamie Braun,Christine Parker,Toyota,Silverado,2010,43218,0.14137675811917133,6110.02
8/12/2022,Robert Woods,Robin Mcintosh,Ford,Civic,2021,33221,0.0872971644655869,2900.1
4/24/2023,Lisa Riley DVM,Jessica Martin,Nissan,Civic,2014,13931,0.11038427550300725,1537.76
11/14/2022,Jenny Webster,Jason Pugh,Chevrolet,Corolla,2018,19666,0.1379334248641807,2712.6
11/22/2022,Michael Henderson,Ellen Brewer,Toyota,Altima,2010,44249,0.06474818708728787,2865.04
5/14/2022,Melissa Cline,Mrs. Jessica Wilson MD,Toyota,Silverado,2017,12013,0.0854033891459621,1025.95
10/16/2022,Caleb Martinez DDS,Michelle Mendez,Chevrolet,Silverado,2021,31841,0.11843900903110115,3771.22
5/1/2022,Jason Jackson,Michael Payne,Nissan,Corolla,2022,41449,0.07682672681892443,3184.39
2/18/2023,Michelle Fuller,Kristy Brown,Nissan,Altima,2011,16779,0.09709522859338043,1629.16
1/11/2023,Shannon Cruz,Becky Castillo,Toyota,F-150,2020,45908,0.13521263932611674,6207.34
10/15/2022,Charles Guerra,Andrew Duncan,Toyota,Altima,2011,45839,0.11558389971078471,5298.25
11/13/2022,Patrick Doyle,Nathan Diaz,Nissan,Corolla,2011,14507,0.08598883694961436,1247.44
6/16/2022,Robert Graham,Dana Mata,Ford,Corolla,2010,31026,0.07126241355857155,2210.99
4/25/2023,Amy Pierce,Kyle Hill,Honda,Corolla,2017,46250,0.11009408272386537,5091.85
9/2/2022,Joseph Galvan,Kevin Harvey,Nissan,Altima,2016,28591,0.11441008611617383,3271.1
6/17/2022,Kirsten Pope,Kendra Stein,Nissan,Altima,2015,31143,0.13203625272383185,4112.01
5/17/2022,Peter Schmidt,Sheena Lewis,Chevrolet,Silverado,2016,28204,0.09211088399678918,2597.9
11/27/2022,Jeffery Torres,Carol Henry,Honda,Corolla,2020,31386,0.11871657930207384,3726.04
8/19/2022,Levi Baker,Stephen Perez,Toyota,Silverado,2022,42409,0.1161025065228967,4923.79
10/23/2022,Robert Coleman,Brian Bates,Honda,Silverado,2017,27318,0.06000593936465298,1639.24
3/8/2023,Jill Melton,Alejandro Holt,Nissan,Civic,2014,14698,0.05967900315321424,877.16
8/30/2022,George Compton,Cynthia Wells,Honda,Corolla,2010,42121,0.07075584239857804,2980.31
3/22/2023,David Hughes,Eric Hickman,Toyota,F-150,2016,36472,0.14249561339063743,5197.1
9/27/2022,Karen Herman,Jennifer Anderson,Nissan,Silverado,2014,35150,0.09571969902417446,3364.55
9/1/2022,Julia Fleming,Daniel Patterson Jr.,Honda,Corolla,2020,48729,0.053908033226869816,2626.88
2/2/2023,Jasmine Ferguson,Molly Crawford,Nissan,Altima,2016,31699,0.11700664859354908,3708.99
11/1/2022,Patricia Brooks,Christie Hunter,Toyota,Altima,2015,48969,0.07922582414527207,3879.61
10/23/2022,Kathryn White,Nancy Davis,Nissan,Altima,2014,42995,0.08028704618713779,3451.94
1/24/2023,Eric Hernandez,Michele Morgan,Chevrolet,Silverado,2017,25721,0.07579021743365591,1949.4
2/17/2023,Kathryn Wolfe,John Miles,Nissan,Silverado,2018,39961,0.08942381955121051,3573.47
4/12/2023,Andrew West,Renee Phillips,Toyota,Silverado,2017,30720,0.13069676524140228,4015
2/9/2023,Stephen Newton,Emily Moses,Honda,Silverado,2014,39757,0.13685346308859545,5440.88
5/28/2022,Mary Henry,Ryan Barnes,Ford,Civic,2019,24673,0.10484439728211728,2586.83
1/3/2023,Michelle Sherman,Veronica White,Ford,Altima,2014,24010,0.14208650795350108,3411.5
12/20/2022,Dr. Kimberly Johnston,Christine Scott,Toyota,Silverado,2020,12606,0.129309310530079,1630.07
8/19/2022,Richard Garcia,Jennifer Ritter,Honda,Corolla,2016,47608,0.12312961550467912,5861.95
3/4/2023,Michelle Ayala,Dominique Carlson,Ford,Civic,2020,37065,0.07986654318195574,2960.25
6/27/2022,Stephanie Spencer,Audrey Cooper,Ford,Civic,2017,28539,0.10754013434557874,3069.09
4/5/2023,Nicole Rivera,Mr. Jake Marquez,Ford,Altima,2019,26971,0.12202277541084434,3291.08
5/4/2022,Edward Brown,Michael Murphy,Toyota,Silverado,2018,30286,0.1257728335417317,3809.16
2/3/2023,Sara Patrick,Patrick Thomas,Ford,Civic,2016,45257,0.09280195364845506,4199.94
11/13/2022,Todd Edwards,Michael Chandler,Toyota,Silverado,2019,35271,0.059142925679941206,2086.03
2/25/2023,Eileen Guzman,Timothy Miller,Chevrolet,F-150,2013,16272,0.10211947517440459,1661.69
8/1/2022,Susan Williams,Robert Tucker,Ford,Civic,2013,28149,0.071137320634897,2002.44
4/27/2023,Austin Montoya,John Rogers,Nissan,Silverado,2010,15021,0.13624167683502525,2046.49
12/23/2022,Teresa Thompson,John Glenn,Toyota,F-150,2015,46673,0.10252066543987465,4784.95
4/13/2023,Walter Wallace,Ashley Marquez,Toyota,F-150,2015,31679,0.08055813961690295,2552
3/19/2023,Jose Roth,Joseph Kerr,Ford,Silverado,2014,40621,0.06122619973275642,2487.07
5/25/2022,Jeffery Garcia,Alfred Butler,Honda,F-150,2017,22369,0.0953424735051042,2132.72
10/3/2022,Jonathan Burgess,Christopher Smith,Ford,Civic,2011,37862,0.08752852908650949,3314.01
8/14/2022,Christine Moyer,Ashley Carr,Chevrolet,Silverado,2015,42449,0.06920614506234357,2937.73
8/25/2022,Jeffrey Hicks,Kayla Hernandez,Ford,Silverado,2011,36410,0.13066167171581466,4757.39
11/21/2022,Terri Durham,Donna Jones,Ford,Civic,2017,46640,0.1401193043881852,6535.16
11/3/2022,Brandon Morrow,Maria White,Ford,Civic,2013,34417,0.11863369501682106,4083.02
11/5/2022,Shawn Hunt,Joseph Livingston,Chevrolet,F-150,2014,42602,0.09281710884399323,3954.19
4/29/2023,David Garrison,Justin Moore,Ford,Civic,2017,46312,0.1059412528643519,4906.35
7/29/2022,David Grant,Maria Briggs,Nissan,Corolla,2016,45589,0.10689487857759922,4873.23
2/7/2023,Kimberly Hall,John Parker,Honda,Silverado,2015,44779,0.10669720951767753,4777.79
2/6/2023,Roger Randolph,Gabriel Garcia,Chevrolet,Altima,2019,41842,0.14645391328118385,6127.92
8/8/2022,Jacob Moore,Randy Noble,Toyota,Corolla,2020,36840,0.13761829783173607,5069.86
1/25/2023,Joshua Wilson DDS,James Summers,Ford,F-150,2015,17171,0.14254673108142293,2447.67
1/31/2023,Nicholas Martinez,Kenneth Tyler,Nissan,Altima,2017,31156,0.10239377797633092,3190.18
4/23/2023,Robert Gibson,Kirk Lowe,Toyota,Altima,2017,29442,0.1498902045893905,4413.07
9/19/2022,Mary Torres,Kathleen Perry,Nissan,Corolla,2021,30422,0.09204808590762947,2800.29
9/28/2022,Gerald Peterson,Daniel Keller,Chevrolet,Civic,2017,24838,0.10016347283777538,2487.86
4/15/2023,Samuel Bailey,Pamela Fisher,Ford,Altima,2010,31507,0.14186807764365383,4469.84
6/23/2022,Kevin Lyons,Anthony Fleming,Chevrolet,Corolla,2011,45287,0.08525921108946789,3861.13
2/10/2023,Joseph Adams,Barry Decker,Nissan,Silverado,2019,13085,0.06185807904249389,809.41
4/14/2023,Gary Mccarthy,Mary Johnson,Nissan,Altima,2011,29936,0.07398792432730364,2214.9
7/17/2022,Rebecca Blair,Michael Carlson,Ford,Civic,2013,31900,0.07614751015118638,2429.11
6/11/2022,Brandon Brown,Kevin Davis,Honda,Civic,2011,31050,0.08494525470974501,2637.55
9/7/2022,Sharon Williams,Miranda Moore,Ford,F-150,2017,40988,0.07924656229880808,3248.16
2/11/2023,Hannah Perez,Stephanie Stanley,Honda,Altima,2012,19530,0.10866995580750487,2122.32
5/5/2022,Donald Hickman,Donald Smith,Chevrolet,Altima,2010,24606,0.09201697493953334,2264.17
7/18/2022,Jennifer Diaz DVM,Casey Saunders,Chevrolet,Corolla,2011,46494,0.05097660982210964,2370.11
2/14/2023,Kimberly Hall,Laura Jones,Toyota,F-150,2022,13756,0.13867092442702267,1907.56
11/16/2022,Anthony Brady MD,Kim Aguilar DDS,Toyota,F-150,2014,44308,0.07701632741323727,3412.44
5/31/2022,Bobby Kelly,Danielle Mack,Chevrolet,F-150,2012,34172,0.133677318151457,4568.02
8/26/2022,Carol Liu,James Taylor,Honda,Corolla,2015,26438,0.14714153015214543,3890.13
8/17/2022,Michael Mcneil,Jessica Hamilton,Nissan,Altima,2020,17715,0.11437496203563785,2026.15
1/22/2023,Jessica Jimenez,Jennifer Hernandez,Honda,Altima,2022,44752,0.08079301056630676,3615.65
9/3/2022,Jessica Guerrero,Mark Dudley,Nissan,Silverado,2020,13705,0.062327463533604244,854.2
3/18/2023,Christian Carter,Alexander Stokes,Chevrolet,F-150,2012,13204,0.1321883416459518,1745.41
8/7/2022,Gregory Lewis,Christina Murphy,Ford,Corolla,2012,23332,0.09159981313923089,2137.21
4/27/2023,Jesse Lawrence,Brandon Wolf,Ford,Civic,2016,33607,0.1311436355612028,4407.34
3/10/2023,Jordan Evans,Madison Rivera,Honda,F-150,2022,20819,0.09936441575135602,2068.67
10/8/2022,Nicholas Ballard,Sharon Maxwell,Chevrolet,Altima,2020,13726,0.07320122596773335,1004.76
12/3/2022,Mrs. Ruth Stanley MD,Christopher Dominguez,Chevrolet,Civic,2015,24760,0.10099334593366266,2500.6
9/29/2022,Tracy Ramirez,Kimberly Hughes,Toyota,Altima,2010,17443,0.11143607780365214,1943.78
12/10/2022,Casey Cohen,Michelle Beck,Ford,Silverado,2021,11203,0.08594518056798814,962.84
2/13/2023,Darlene Johnson,Thomas Peters,Ford,F-150,2016,15529,0.1330770159605287,2066.55
10/18/2022,Karla Blackwell,Ryan Hernandez,Ford,Civic,2010,17532,0.1262317826482643,2213.1
5/27/2022,April Young,Courtney Sullivan,Nissan,Civic,2022,24292,0.14181980469274666,3445.09
11/13/2022,Megan Tate,Jennifer Hall,Chevrolet,Civic,2010,43050,0.11498618451713402,4950.16
6/8/2022,Erik Leonard,Joel Garrett,Nissan,Silverado,2014,18693,0.058118730817103816,1086.41
9/13/2022,Lance Flores,Jeffrey Cooper,Toyota,Civic,2020,37788,0.11134605292335217,4207.54
3/22/2023,Melissa Jacobs,Dillon Johnson,Honda,Silverado,2012,49929,0.09343369240072338,4665.05
7/25/2022,Todd Fisher,Jose King,Nissan,Corolla,2017,28026,0.05353800763972329,1500.46
1/29/2023,Zachary Hanson,Andrew Roth,Honda,Civic,2011,42145,0.0872891180556887,3678.8
5/12/2022,Mrs. Regina Walker,Courtney Wright,Honda,F-150,2012,35800,0.06054801968365127,2167.62
7/23/2022,Daniel Schaefer,Angel Rose,Ford,F-150,2019,38050,0.13295113473467612,5058.79
1/4/2023,Juan Diaz,Rachel Bowen,Nissan,F-150,2021,45151,0.0770723015609863,3479.89
3/2/2023,Jennifer Williams MD,Michael Orozco,Honda,Altima,2019,34856,0.10998696996611654,3833.71
3/7/2023,Nicholas Thompson PhD,Donald Diaz,Toyota,Silverado,2022,20930,0.06223307393194066,1302.54
12/23/2022,Seth Lewis,Joseph Tran,Toyota,Corolla,2010,46665,0.11008936037612518,5137.32
9/29/2022,Amanda Brown,Gabriel Anderson,Nissan,Civic,2021,45192,0.06144817808758372,2776.97
2/3/2023,Joshua Rogers,Leslie Garcia,Toyota,Corolla,2010,15839,0.13055747053196864,2067.9
4/26/2023,Jennifer Norman,Laura Brown,Toyota,Civic,2022,21492,0.13277884409786816,2853.68
10/25/2022,Peter Christensen,Cynthia Cabrera,Chevrolet,Silverado,2018,21527,0.12815587227927822,2758.81
12/17/2022,Alicia Mathis,Stephen Russell,Toyota,Silverado,2013,15980,0.146767613444877,2345.35
7/24/2022,Brandon Gonzalez,Patrick Brady,Honda,Silverado,2016,30295,0.13674817942838985,4142.79
8/20/2022,Carol Cabrera,Zachary Brown,Chevrolet,Civic,2017,11864,0.08319127892943995,986.98
4/26/2023,Bradley Lopez,Jessica Reid,Chevrolet,Corolla,2015,29817,0.06232783411153802,1858.43
12/13/2022,Deborah Perez,Jason Murphy,Toyota,Silverado,2013,36173,0.09355793520120487,3384.27
8/21/2022,Rodney Thomas,Timothy Ellis,Toyota,Corolla,2011,27133,0.07352655366835519,1995
2/15/2023,Lauren Murphy,Randall Yang,Toyota,Silverado,2014,37913,0.13741793765717325,5209.93
5/11/2022,Angela Wood,Cory Rogers,Honda,F-150,2017,37923,0.09191043189175832,3485.52
3/23/2023,Carol Taylor,Bradley Wilcox,Honda,Civic,2010,49122,0.07031009596473246,3453.77
4/16/2023,Eduardo White,Brenda Werner,Honda,Corolla,2021,25069,0.0713319453228913,1788.22
8/24/2022,Debbie Smith,Scott Donovan,Honda,Civic,2017,44652,0.08328347338226946,3718.77
11/3/2022,Charles Patrick,Donald Gregory Jr.,Nissan,Altima,2020,29694,0.05550720836492358,1648.23
3/22/2023,Roger Strong,Adam Richardson,Nissan,Altima,2019,25601,0.09846580878182368,2520.82
12/23/2022,Tracy Li,Amber Wells,Honda,Civic,2014,29843,0.0541726468590842,1616.67
1/16/2023,Curtis Gutierrez,Jorge Williams,Toyota,F-150,2011,21667,0.14179571725262569,3072.29
8/31/2022,Russell Graham,Benjamin Boyle,Honda,Civic,2017,14344,0.14177572447312492,2033.63
12/13/2022,David Guzman,Sheila Frank,Nissan,Silverado,2022,40186,0.1498919896163649,6023.56
12/9/2022,Cindy Parker,Amanda Ferrell,Honda,Corolla,2011,13766,0.12907933273621297,1776.91
12/23/2022,Mrs. Jennifer Page,Kyle Collins,Honda,Altima,2018,21350,0.1033380492320122,2206.27
5/7/2022,Lindsay Scott,Roberta Wall,Nissan,F-150,2016,11280,0.13288003351841926,1498.89
1/10/2023,Katherine Castro,Colin Wilson,Chevrolet,Corolla,2021,16613,0.09176696903307269,1524.52
3/25/2023,Ian Armstrong,Ashlee Guzman,Nissan,Civic,2013,39916,0.12211200931808588,4874.22
5/29/2022,Charles Johnson,Robert Conley,Ford,Civic,2021,26876,0.08631852547404224,2319.9
2/3/2023,Jessica Thompson,Nancy Cooley,Nissan,Silverado,2012,35616,0.14898101627734872,5306.11
9/25/2022,Amy Hebert,Ashley Benton,Toyota,F-150,2011,30248,0.06515403787324905,1970.78
4/27/2023,Brian Mullen,Christine Perez,Chevrolet,Silverado,2014,10025,0.05927193651119387,594.2
3/24/2023,Jessica Navarro,Michael Dawson,Chevrolet,F-150,2012,17326,0.12096407705375743,2095.82
5/1/2023,Chelsea Lucero,Stanley Perez,Nissan,Civic,2021,36948,0.1182073402195672,4367.52
12/2/2022,Amber Williams,Rachel Estrada,Toyota,Corolla,2013,15025,0.13216584861215674,1985.79
9/16/2022,Carl Wright,Mrs. Karla Horn,Ford,Corolla,2020,36925,0.1438454073159547,5311.49
2/20/2023,Angela Johnson,Samuel Duke,Ford,Altima,2017,39332,0.11497401122201684,4522.16
8/24/2022,Glenn Gonzalez,Kendra Clark,Ford,F-150,2014,45837,0.08668990091851093,3973.6
6/30/2022,James Sutton,Tammy Ward,Honda,Silverado,2016,38265,0.08034790976139071,3074.51
4/29/2023,Benjamin Burton,Valerie Salazar,Ford,Altima,2018,48884,0.08359025514620956,4086.23
1/4/2023,Danielle Murphy,Crystal Dean,Honda,Civic,2022,15231,0.12157627498798801,1851.73
10/25/2022,Brittney Hale,Anthony Peters,Toyota,Corolla,2018,32520,0.13987485978542424,4548.73
12/14/2022,Brenda Adams,Yvonne Harper,Honda,F-150,2015,41135,0.14452985096331153,5945.24
5/25/2022,Michelle Santana,Andrea Diaz,Ford,Silverado,2014,37862,0.1477212150970303,5593.02
4/18/2023,Stacey Bradley,Tina Simpson,Nissan,Civic,2013,14671,0.13717757157676996,2012.53
4/17/2023,Jerry King,Chelsea Webb,Chevrolet,Corolla,2014,19940,0.1489894477474949,2970.85
2/3/2023,Matthew Cooper,Julia Mcclain,Chevrolet,Altima,2019,28152,0.06423920162806694,1808.46
6/1/2022,Kenneth Leon,Tommy Gonzalez,Nissan,Silverado,2018,48410,0.08532031946956983,4130.36
4/29/2023,Joel Torres,Daniel Case DVM,Ford,Altima,2010,17862,0.10737425262624055,1917.92
6/2/2022,Heather Gonzalez,Michelle Bush,Chevrolet,Corolla,2019,13144,0.0889745817022001,1169.48
2/28/2023,Colton Cooper,Dr. Michelle Guerra,Chevrolet,Altima,2010,27838,0.12019422926848494,3345.97
11/1/2022,Paul Taylor,Thomas Edwards,Ford,Silverado,2015,11599,0.10665773538710353,1237.12
11/28/2022,Ryan Williamson,Dana Hampton,Nissan,Corolla,2018,48099,0.12878371504545802,6194.37
1/19/2023,Kyle Jackson,Mr. Shawn Johnson,Ford,Corolla,2018,10418,0.14848295648271648,1546.9
5/4/2022,Richard Howard,Larry Andrews,Toyota,Altima,2022,31836,0.12081660363959613,3846.32
7/24/2022,Jacob Wade,Christopher Jenkins,Ford,Altima,2015,29785,0.09242586547705822,2752.9
3/9/2023,Richard Anderson,Caitlin Hughes,Nissan,Civic,2011,43101,0.0902371638588853,3889.31
3/15/2023,Sean Robinson,Lydia Fleming,Ford,F-150,2022,32055,0.0620445045359356,1988.84
6/29/2022,George Hawkins,William Juarez,Honda,Corolla,2016,16578,0.14111486470361478,2339.4
8/26/2022,Debbie Wells,Kathryn Park,Honda,Civic,2021,46780,0.07738141756436696,3619.9
2/14/2023,Haley Campbell,Kaitlin Rogers,Ford,Altima,2019,47011,0.06621159183499833,3112.67
3/28/2023,David Miles,Angela Hall,Toyota,Altima,2012,48518,0.13138673031439277,6374.62
3/16/2023,Albert George,Brian Wagner,Nissan,Silverado,2019,44162,0.12818840719811264,5661.06
1/3/2023,Nathan Whitehead,Jessica Becker,Ford,Civic,2011,20900,0.126024872153709,2633.92
4/16/2023,Joseph Moore,Phillip Conley,Ford,F-150,2020,27795,0.07399539993813273,2056.7
1/30/2023,Miss Andrea Cox,Anthony Gordon,Ford,F-150,2010,14816,0.06990386510958499,1035.7
2/19/2023,Danny Hall,Kevin Morris,Honda,F-150,2019,43586,0.05800042974366947,2528.01
10/21/2022,Christina Adkins,Katie Bell,Honda,Civic,2022,48743,0.11107111049906514,5413.94
10/22/2022,Brian Ramos,Hunter Mccoy,Ford,Civic,2021,42308,0.10350654141929502,4379.15
11/7/2022,Edward Fowler,Jacob Woods,Honda,F-150,2018,46030,0.13108774449399568,6033.97
9/25/2022,Richard Garcia,Scott Humphrey,Chevrolet,Silverado,2010,13906,0.0958432341008216,1332.8
1/24/2023,Dr. Samantha Young,John Nunez,Chevrolet,Corolla,2011,34067,0.12732943003349118,4337.73
6/7/2022,Amber Shaw,Jeffrey Cameron,Ford,Silverado,2012,42964,0.14165175499816263,6085.93
2/4/2023,Warren Matthews,Debra Gaines,Toyota,Corolla,2013,45031,0.07545025472392973,3397.6
10/28/2022,Teresa Scott,Nancy Miller,Toyota,Altima,2012,43422,0.08840185980141879,3838.59
1/20/2023,Hannah Lawson,Stephanie Osborne,Nissan,Corolla,2022,13530,0.11121022019419985,1504.67
9/9/2022,David Long,Laura Mccullough,Ford,F-150,2012,12785,0.07519543559090833,961.37
11/22/2022,Tina Sanchez,Rebecca Thompson,Nissan,Civic,2014,24407,0.11611740368782897,2834.08
7/21/2022,Patricia West,Michael Michael,Toyota,F-150,2014,46329,0.05365474057734796,2485.77
1/1/2023,Paige Miller,Barbara Wong,Honda,Altima,2013,20067,0.1481519754495419,2972.97
12/16/2022,James Olsen,Joseph Richard,Nissan,F-150,2014,21084,0.053424535692623,1126.4
3/26/2023,Daniel Branch,Nicholas Snow,Chevrolet,F-150,2010,25761,0.1286358935097454,3313.79
5/6/2022,Trevor Campbell,Mrs. Misty Porter,Honda,Altima,2022,30977,0.11203697058211035,3470.57
2/16/2023,John Pollard,Amy Ray,Ford,Silverado,2012,15083,0.10274792451807355,1549.75
7/3/2022,Craig Colon,Joseph Garcia,Toyota,Civic,2022,29071,0.11828669771007967,3438.71
4/27/2023,Kyle Atkins,Benjamin Meadows,Ford,Silverado,2011,32373,0.08936695958057299,2893.08
12/17/2022,Eric Byrd,Jasmine Crawford,Chevrolet,Civic,2015,17960,0.07262427955305252,1304.33
2/20/2023,Alexander Reed,Barbara Sanchez,Ford,F-150,2011,12386,0.1459379134991083,1807.59
1/16/2023,Meagan Mckenzie,Jessica Berry,Ford,Civic,2015,49402,0.05483867401017117,2709.14
12/22/2022,Kari Garcia,Sarah Mason,Chevrolet,Corolla,2016,49985,0.13290165035094367,6643.09
10/20/2022,Robert Navarro,Lauren Medina,Honda,Civic,2022,27981,0.10373016464761364,2902.47
5/26/2022,Pamela Smith,Stacey Brown,Ford,F-150,2016,43773,0.12434816630102764,5443.09
